run_type,source_stem,position_index,reference_angle_commanded_deg,reference_angle_normalized_deg,is_closure_measurement,sample_count,elapsed_mid_s,yaw_sign_corrected_mean_deg,yaw_drift_corrected_mean_deg,error_sign_corrected_mean_deg,error_sign_corrected_sd_deg,error_drift_corrected_mean_deg,error_drift_corrected_sd_deg,yaw_sign_corrected_sd_deg,yaw_drift_corrected_sd_deg
randomized,segmented_randomized_20260717_143439,26,120.0,120.0,False,328,690.3304779222561,80.81189515822179,119.77382126977253,-39.18810484177821,0.1287561966891801,-0.22617873022747048,0.004698338915020018,0.12875619668918017,0.004698338915019604
randomized,segmented_randomized_20260717_143439,27,0.0,0.0,False,327,717.6253222425077,319.48749682605137,359.9193892099791,-40.512503173948645,0.1290457892747675,-0.08061079002089733,0.006604504470373555,0.1290457892747675,0.006604504470377708
randomized,segmented_randomized_20260717_143439,28,220.0,220.0,False,327,740.641723233945,178.6364191726847,220.3078618823791,-41.3635808273153,0.12374198766289679,0.30786188237908246,0.005959682649793493,0.12374198766289679,0.005959682649793493
randomized,segmented_randomized_20260717_143439,29,40.0,40.0,False,325,768.8702285741539,357.2394282623513,40.4311196418259,-42.76057173764873,0.12540960824126038,0.4311196418258982,0.006455926024135049,0.12540960824126038,0.006455926024135049
randomized,segmented_randomized_20260717_143439,30,60.0,60.0,False,327,788.5051918091743,16.094236282362473,60.34337035600289,-43.90576371763753,0.1294358933672867,0.3433703560028943,0.00897408050381629,0.12943589336728675,0.008974080503816666
randomized,segmented_randomized_20260717_143439,31,320.0,320.0,False,327,816.0026454666666,274.6697496010196,320.39976149094315,-45.33025039898044,0.12510775830753332,0.39976149094316277,0.003475377801445184,0.12510775830753332,0.003475377801445184
randomized,segmented_randomized_20260717_143439,32,50.0,50.0,False,327,842.1577769091743,3.290954929563803,50.42955375330433,-46.7090450704362,0.12727805171216736,0.42955375330433543,0.007092844566840678,0.12727805171216755,0.007092844566840663
randomized,segmented_randomized_20260717_143439,33,260.0,260.0,False,327,867.9012941932722,211.44712371961128,259.9721419599997,-48.552876280388716,0.1171862566364505,-0.02785804000028666,0.00937763196618988,0.1171862566364505,0.00937763196618988
randomized,segmented_randomized_20260717_143439,34,200.0,200.0,False,327,892.071068851682,149.756514598639,199.58319820637502,-50.243485401360985,0.13278897276934137,-0.41680179362498887,0.009451367413353624,0.13278897276934137,0.009451367413353624
randomized,segmented_randomized_20260717_143439,35,230.0,230.0,False,327,915.4904031651376,178.75122760999068,229.8391615534452,-51.24877239000931,0.13011638071103518,-0.16083844655481927,0.008929710187077786,0.13011638071103518,0.008929710187077786
randomized,segmented_randomized_20260717_143439,36,360.0,0.0,True,327,943.2361843978593,307.8043391660628,0.38652462948625405,-52.19566083393719,0.1285158263529338,0.38652462948625405,0.006624990131979169,0.1285158263529338,0.006624990131979169
