frame_start,frames,status_flags,input_adc_time,current_time,output_dac_time,perf_counter_ns
0,512,0,140555.637901125,140555.730412166,140555.82473445832,140555731923041
512,512,0,140555.64856779168,140555.730412166,140555.835401125,140555731997083
1024,512,0,140555.65923445835,140555.730412166,140555.84606779166,140555732049833
1536,512,0,140555.66990112502,140555.730412166,140555.85673445833,140555732090250
2048,512,0,140555.6805677917,140555.730412166,140555.867401125,140555732132791
2560,512,0,140555.69123445835,140555.730412166,140555.87806779167,140555732201833
3072,512,0,140555.70190112502,140555.730412166,140555.88873445833,140555732244250
3584,512,0,140555.7125677917,140555.730412166,140555.899401125,140555732282875
4096,512,0,140555.723234458,140555.813962291,140555.91006779132,140555814232291
4608,512,0,140555.73390112468,140555.813962291,140555.920734458,140555814283958
5120,512,0,140555.74456779135,140555.813962291,140555.93140112466,140555814331916
5632,512,0,140555.75523445802,140555.813962291,140555.94206779133,140555814373958
6144,512,0,140555.7659011247,140555.813962291,140555.952734458,140555814414541
6656,512,0,140555.77656779136,140555.813962291,140555.96340112467,140555814459958
7168,512,0,140555.78723445802,140555.813962291,140555.97406779134,140555814498375
7680,512,0,140555.7979011247,140555.813962291,140555.984734458,140555814535375
8192,512,0,140555.808567791,140555.89931091602,140555.99540112432,140555899594541
8704,512,0,140555.81923445768,140555.89931091602,140556.006067791,140555899649833
9216,512,0,140555.82990112435,140555.89931091602,140556.01673445766,140555899697750
9728,512,0,140555.84056779102,140555.89931091602,140556.02740112433,140555899739125
10240,512,0,140555.8512344577,140555.89931091602,140556.038067791,140555899779000
10752,512,0,140555.86190112436,140555.89931091602,140556.04873445767,140555899827666
11264,512,0,140555.87256779103,140555.89931091602,140556.05940112434,140555899891375
11776,512,0,140555.8832344577,140555.89931091602,140556.070067791,140555899928916
12288,512,0,140555.89390112503,140555.984539125,140556.08073445834,140555984862875
12800,512,0,140555.9045677917,140555.984539125,140556.091401125,140555984920000
13312,512,0,140555.91523445837,140555.984539125,140556.10206779168,140555984974166
13824,512,0,140555.92590112504,140555.984539125,140556.11273445835,140555985014583
14336,512,0,140555.9365677917,140555.984539125,140556.12340112502,140555985055125
14848,512,0,140555.94723445838,140555.984539125,140556.1340677917,140555985099958
15360,512,0,140555.95790112505,140555.984539125,140556.14473445836,140555985139541
15872,512,0,140555.96856779172,140555.984539125,140556.15540112503,140555985176208
16384,512,0,140555.97923445803,140556.06979054102,140556.16606779135,140556070066041
16896,512,0,140555.9899011247,140556.06979054102,140556.17673445801,140556070117416
