target_source,head_yaw_deg,target_angle_deg,target_error_deg,sigma_deg,source_a_gain_db,source_b_gain_db,target_gain_db,interferer_gain_db,target_to_interferer_gain_db,pair_count,tir_improvement_db_mean,tir_improvement_db_sd,tir_improvement_db_median,input_tir_db_mean,input_tir_db_sd,input_tir_db_median,output_tir_db_mean,output_tir_db_sd,output_tir_db_median,input_si_sdr_db_mean,input_si_sdr_db_sd,input_si_sdr_db_median,output_si_sdr_db_mean,output_si_sdr_db_sd,output_si_sdr_db_median,si_sdr_improvement_db_mean,si_sdr_improvement_db_sd,si_sdr_improvement_db_median
source_a,-80.0,-30.0,50.0,20.0,0.4393693362340742,2.699578503363014e-06,0.4393693362340742,2.699578503363014e-06,0.43936663665557085,100,0.4393666366474072,4.295074537368974e-12,0.43936663664903375,-0.02097515953656023,2.8021147050642354,-0.27344019997185587,0.418391477110847,2.8021147050673147,0.16592643667577156,-0.020789469014071096,2.8027412874757065,-0.26687970004085076,0.4186328053068382,2.802629125469709,0.17189989090451874,0.4394222743209093,0.004824644192240182,0.43888125404309086
source_a,-70.0,-30.0,40.0,20.0,1.353352832366127,3.726653172078671e-05,1.353352832366127,3.726653172078671e-05,1.3533155658344063,100,1.3533155658125662,1.1523219727508727e-11,1.3533155658167386,0.09512722956446933,2.793636028006828,-0.13029482308009002,1.4484427953770356,2.7936360280150034,1.223020742733869,0.09634201114703093,2.79572589467281,-0.12205639890213137,1.4496675199776021,2.795232731868636,1.2300972571437896,1.3533255088305713,0.013847222531463529,1.353585492660606
source_a,-60.0,-30.0,30.0,20.0,3.2465246735834974,0.0004006529739295107,3.2465246735834974,0.0004006529739295107,3.246124020609568,100,3.2461240205678905,2.2196792990290837e-11,3.2461240205758597,0.12606818518019303,2.786636743028729,-0.07930702554897284,3.3721922057480835,2.7866367430444514,3.1668169950228124,0.12747832062441736,2.7883541479166265,-0.10898567514871696,3.3735422846619785,2.7875088535870987,3.1346216754161915,3.246063964037561,0.02976786464285414,3.2457134564076053
source_a,-50.0,-30.0,20.0,20.0,6.065306597126334,0.0033546262790251184,6.065306597126334,0.0033546262790251184,6.061951970847309,100,6.061951970788811,3.163255656820773e-11,6.06195197079994,0.13986871217322297,2.7932113108279095,-0.054205196113581156,6.201820682962033,2.793211310850402,6.007746774681353,0.14194561064448397,2.7938764247752035,-0.0863854311178926,6.203408479185134,2.7932627583153,6.012678434305772,6.06146286854065,0.046735920058424765,6.059404940937909
source_a,-40.0,-30.0,10.0,20.0,8.824969025845954,0.02187491118182885,8.824969025845954,0.02187491118182885,8.803094114664125,100,8.803094114597977,3.6149520515911055e-11,8.80309411461073,0.09126167611953995,2.7944683523107,-0.1378153822573915,8.894355790717515,2.794468352336703,8.665278732347382,0.09298709598250872,2.7936310388625407,-0.10432175277703937,8.895645916340644,2.794025909708206,8.677584587979283,8.802658820358134,0.05811925772677588,8.798635720727805
source_a,-30.0,-30.0,0.0,20.0,10.0,0.11108996538242306,10.0,0.11108996538242306,9.888910034617577,100,9.888910034551074,3.7500229317384325e-11,9.888910034564148,0.020426099105925227,2.7923930105922405,-0.20574920198230895,9.909336133657,2.792393010619895,9.683160832571595,0.02224995838627908,2.7902846939772297,-0.16074441923450475,9.91060960932102,2.7916748812245897,9.69694625016839,9.88835965093474,0.060112898655774044,9.881514514054091
source_a,-20.0,-30.0,10.0,20.0,8.824969025845954,0.4393693362340742,8.824969025845954,0.4393693362340742,8.38559968961188,100,8.385599689552242,3.6924380806783155e-11,8.385599689565051,-0.14888672317395066,2.8008077018512143,-0.3866505162926428,8.236712966378292,2.8008077018801587,7.998949173264336,-0.14702462899109128,2.798577338181491,-0.3522644686920343,8.238072071595283,2.7998334748092635,8.010395006995584,8.385096700586375,0.05574877577508568,8.378171665230173
source_a,-10.0,-30.0,20.0,20.0,6.065306597126334,1.353352832366127,6.065306597126334,1.353352832366127,4.7119537647602066,100,4.711953764721975,3.341197127367005e-11,4.711953764729136,-0.20591907088959321,2.794670846490026,-0.33017668298904,4.506034693832381,2.7946708465195003,4.381777081736757,-0.20236745397563932,2.7918091284828437,-0.30098678219043684,4.508584429377445,2.7927728527277003,4.398796803956203,4.710951883353084,0.037576099841211186,4.708174279754468
source_a,0.0,-30.0,30.0,20.0,3.2465246735834974,3.2465246735834974,3.2465246735834974,3.2465246735834974,0.0,100,-2.8235190054071156e-12,3.0777958662420594e-11,-2.7748775499603084e-12,-0.2540525456180138,2.7985116781701223,-0.34623257595149415,-0.25405254562083734,2.798511678199832,-0.3462325759546563,-0.25266505813127005,2.7971776553885297,-0.3618376683304379,-0.25266505809183165,2.7971776554767973,-0.3618376691022742,3.943840309883484e-11,1.4482232084413554e-09,1.4764300892977644e-10
source_a,10.0,-30.0,40.0,20.0,1.353352832366127,6.065306597126334,1.353352832366127,6.065306597126334,-4.7119537647602066,100,-4.711953764728142,3.133270311750961e-11,-4.7119537647366325,-0.4173638951297185,2.8378761609058616,-0.5647752783211907,-5.129317659857861,2.8378761609341274,-5.276729043052619,-0.4171628464415177,2.840282865230554,-0.5817447361602945,-5.13038132361988,2.8441685908983785,-5.29059768413339,-4.713218477178363,0.0698652920173469,-4.709566052090112
