frame_start,frames,status_flags,input_adc_time,current_time,output_dac_time,perf_counter_ns
0,512,0,140993.03453191603,140993.12828529102,140993.22136524934,140993128871166
512,512,0,140993.0451985827,140993.12828529102,140993.232031916,140993128941500
1024,512,0,140993.05586524936,140993.12828529102,140993.24269858268,140993128989000
1536,512,0,140993.06653191603,140993.12828529102,140993.25336524934,140993129028708
2048,512,0,140993.0771985827,140993.12828529102,140993.264031916,140993129077000
2560,512,0,140993.08786524937,140993.12828529102,140993.27469858268,140993129122083
3072,512,0,140993.09853191604,140993.12828529102,140993.28536524935,140993129163416
3584,512,0,140993.1091985827,140993.12828529102,140993.29603191602,140993129207833
4096,512,0,140993.11986525002,140993.21043512502,140993.30669858333,140993210644708
4608,512,0,140993.1305319167,140993.21043512502,140993.31736525,140993210695416
5120,512,0,140993.14119858335,140993.21043512502,140993.32803191667,140993210739083
5632,512,0,140993.15186525002,140993.21043512502,140993.33869858333,140993210780000
6144,512,0,140993.1625319167,140993.21043512502,140993.34936525,140993210818125
6656,512,0,140993.17319858336,140993.21043512502,140993.36003191667,140993210860500
7168,512,0,140993.18386525003,140993.21043512502,140993.37069858334,140993210898416
7680,512,0,140993.1945319167,140993.21043512502,140993.38136525,140993210935541
8192,512,0,140993.20519858302,140993.29574187502,140993.39203191633,140993295931666
8704,512,0,140993.2158652497,140993.29574187502,140993.402698583,140993295995708
9216,512,0,140993.22653191636,140993.29574187502,140993.41336524967,140993296041333
9728,512,0,140993.23719858303,140993.29574187502,140993.42403191634,140993296082041
10240,512,0,140993.2478652497,140993.29574187502,140993.434698583,140993296121250
10752,512,0,140993.25853191636,140993.29574187502,140993.44536524967,140993296162750
11264,512,0,140993.26919858303,140993.29574187502,140993.45603191634,140993296202083
11776,512,0,140993.2798652497,140993.29574187502,140993.466698583,140993296239166
12288,512,0,140993.29053191602,140993.38106379102,140993.47736524933,140993381252833
12800,512,0,140993.3011985827,140993.38106379102,140993.488031916,140993381300750
13312,512,0,140993.31186524936,140993.38106379102,140993.49869858267,140993381353000
13824,512,0,140993.32253191603,140993.38106379102,140993.50936524934,140993381421750
14336,512,0,140993.3331985827,140993.38106379102,140993.520031916,140993381465333
14848,512,0,140993.34386524936,140993.38106379102,140993.53069858268,140993381508000
15360,512,0,140993.35453191603,140993.38106379102,140993.54136524934,140993381548000
15872,512,0,140993.3651985827,140993.38106379102,140993.552031916,140993381585458
16384,512,0,140993.37586525,140993.466541083,140993.56269858332,140993466799625
16896,512,0,140993.38653191668,140993.466541083,140993.57336525,140993466850333
17408,512,0,140993.39719858335,140993.466541083,140993.58403191666,140993466895500
17920,512,0,140993.40786525002,140993.466541083,140993.59469858333,140993466948708
18432,512,0,140993.4185319167,140993.466541083,140993.60536525,140993466991916
18944,512,0,140993.42919858336,140993.466541083,140993.61603191667,140993467034500
19456,512,0,140993.43986525002,140993.466541083,140993.62669858334,140993467073875
19968,512,0,140993.4505319167,140993.466541083,140993.63736525,140993467110625
20480,512,0,140993.46119875,140993.551810625,140993.64803208332,140993552084208
20992,512,0,140993.47186541668,140993.551810625,140993.65869875,140993552135000
21504,512,0,140993.48253208335,140993.551810625,140993.66936541666,140993552185583
22016,512,0,140993.49319875002,140993.551810625,140993.68003208333,140993552224500
22528,512,0,140993.5038654167,140993.551810625,140993.69069875,140993552263750
23040,512,0,140993.51453208335,140993.551810625,140993.70136541667,140993552308041
23552,512,0,140993.52519875002,140993.551810625,140993.71203208333,140993552348625
24064,512,0,140993.5358654167,140993.551810625,140993.72269875,140993552384958
24576,512,0,140993.546532125,140993.637159291,140993.73336545832,140993637417791
25088,512,0,140993.55719879168,140993.637159291,140993.744032125,140993637469375
25600,512,0,140993.56786545835,140993.637159291,140993.75469879166,140993637519500
26112,512,0,140993.57853212502,140993.637159291,140993.76536545833,140993637557291
26624,512,0,140993.58919879168,140993.637159291,140993.776032125,140993637595958
27136,512,0,140993.59986545835,140993.637159291,140993.78669879166,140993637637750
27648,512,0,140993.61053212502,140993.637159291,140993.79736545833,140993637677375
28160,512,0,140993.6211987917,140993.637159291,140993.808032125,140993637714333
28672,512,0,140993.631865458,140993.722509791,140993.81869879132,140993722803916
29184,512,0,140993.64253212468,140993.722509791,140993.829365458,140993722862333
29696,512,0,140993.65319879135,140993.722509791,140993.84003212466,140993722912208
30208,512,0,140993.66386545802,140993.722509791,140993.85069879133,140993722950416
30720,512,0,140993.67453212469,140993.722509791,140993.861365458,140993722993458
31232,512,0,140993.68519879135,140993.722509791,140993.87203212467,140993723035541
31744,512,0,140993.69586545802,140993.722509791,140993.88269879133,140993723075125
32256,512,0,140993.7065321247,140993.722509791,140993.893365458,140993723112291
32768,512,0,140993.717199375,140993.807772208,140993.90403270832,140993808027458
33280,512,0,140993.72786604168,140993.807772208,140993.914699375,140993808079166
33792,512,0,140993.73853270835,140993.807772208,140993.92536604166,140993808123875
34304,512,0,140993.74919937502,140993.807772208,140993.93603270833,140993808162958
34816,512,0,140993.75986604168,140993.807772208,140993.946699375,140993808208875
35328,512,0,140993.77053270835,140993.807772208,140993.95736604166,140993808252416
35840,512,0,140993.78119937502,140993.807772208,140993.96803270833,140993808292416
36352,512,0,140993.7918660417,140993.807772208,140993.978699375,140993808329666
36864,512,0,140993.802532791,140993.893177958,140993.98936612433,140993893435791
37376,512,0,140993.81319945768,140993.893177958,140994.000032791,140993893488291
37888,512,0,140993.82386612435,140993.893177958,140994.01069945766,140993893539375
38400,512,0,140993.83453279102,140993.893177958,140994.02136612433,140993893578625
38912,512,0,140993.8451994577,140993.893177958,140994.032032791,140993893619208
39424,512,0,140993.85586612436,140993.893177958,140994.04269945767,140993893662250
39936,512,0,140993.86653279103,140993.893177958,140994.05336612434,140993893703083
40448,512,0,140993.8771994577,140993.893177958,140994.064032791,140993893740583
40960,512,0,140993.88786625004,140993.978437666,140994.07469958335,140993978698625
41472,512,0,140993.8985329167,140993.978437666,140994.08536625002,140993978750625
41984,512,0,140993.90919958337,140993.978437666,140994.09603291668,140993978798833
42496,512,0,140993.91986625004,140993.978437666,140994.10669958335,140993978837833
43008,512,0,140993.9305329167,140993.978437666,140994.11736625002,140993978877208
43520,512,0,140993.94119958338,140993.978437666,140994.1280329167,140993978920333
44032,512,0,140993.95186625005,140993.978437666,140994.13869958336,140993978959875
44544,512,0,140993.96253291672,140993.978437666,140994.14936625003,140993978996833
45056,512,0,140993.97320150002,140994.063830333,140994.16003483333,140994064104000
45568,512,0,140993.9838681667,140994.063830333,140994.1707015,140994064155791
46080,512,0,140993.99453483336,140994.063830333,140994.18136816667,140994064201500
46592,512,0,140994.00520150003,140994.063830333,140994.19203483334,140994064240041
47104,512,0,140994.0158681667,140994.063830333,140994.2027015,140994064282416
47616,512,0,140994.02653483336,140994.063830333,140994.21336816667,140994064325041
48128,512,0,140994.03720150003,140994.063830333,140994.22403483334,140994064367541
48640,512,0,140994.0478681667,140994.063830333,140994.2347015,140994064404708
49152,512,0,140994.05853512502,140994.1491805,140994.24536845833,140994149438583
49664,512,0,140994.0692017917,140994.1491805,140994.256035125,140994149490833
50176,512,0,140994.07986845836,140994.1491805,140994.26670179167,140994149538125
50688,512,0,140994.09053512503,140994.1491805,140994.27736845834,140994149577583
51200,512,0,140994.1012017917,140994.1491805,140994.288035125,140994149618541
51712,512,0,140994.11186845836,140994.1491805,140994.29870179167,140994149668541
52224,512,0,140994.12253512503,140994.1491805,140994.30936845834,140994149709208
52736,512,0,140994.1332017917,140994.1491805,140994.320035125,140994149746041
53248,512,0,140994.14386870802,140994.234691958,140994.33070204133,140994235003500
53760,512,0,140994.1545353747,140994.234691958,140994.341368708,140994235059750
54272,512,0,140994.16520204136,140994.234691958,140994.35203537467,140994235106541
54784,512,0,140994.17586870803,140994.234691958,140994.36270204134,140994235144916
55296,512,0,140994.1865353747,140994.234691958,140994.373368708,140994235186541
55808,512,0,140994.19720204137,140994.234691958,140994.38403537468,140994235232208
56320,512,0,140994.20786870804,140994.234691958,140994.39470204135,140994235272166
56832,512,0,140994.2185353747,140994.234691958,140994.40536870802,140994235309083
57344,512,0,140994.22920166602,140994.319808125,140994.41603499933,140994320042625
57856,512,0,140994.2398683327,140994.319808125,140994.426701666,140994320095416
58368,512,0,140994.25053499936,140994.319808125,140994.43736833267,140994320145416
58880,512,0,140994.26120166603,140994.319808125,140994.44803499934,140994320185041
59392,512,0,140994.2718683327,140994.319808125,140994.458701666,140994320222375
59904,512,0,140994.28253499937,140994.319808125,140994.46936833268,140994320265833
60416,512,0,140994.29320166603,140994.319808125,140994.48003499935,140994320307625
60928,512,0,140994.3038683327,140994.319808125,140994.490701666,140994320345583
61440,512,0,140994.31453520802,140994.40518554102,140994.50136854133,140994405442125
61952,512,0,140994.3252018747,140994.40518554102,140994.512035208,140994405493666
62464,512,0,140994.33586854136,140994.40518554102,140994.52270187467,140994405538958
62976,512,0,140994.34653520802,140994.40518554102,140994.53336854134,140994405577250
63488,512,0,140994.3572018747,140994.40518554102,140994.544035208,140994405616666
64000,512,0,140994.36786854136,140994.40518554102,140994.55470187467,140994405658875
64512,512,0,140994.37853520803,140994.40518554102,140994.56536854134,140994405699125
65024,512,0,140994.3892018747,140994.40518554102,140994.576035208,140994405735375
65536,512,0,140994.39986875,140994.490515666,140994.58670208332,140994490802125
66048,512,0,140994.41053541668,140994.490515666,140994.59736875,140994490853125
66560,512,0,140994.42120208335,140994.490515666,140994.60803541666,140994490900416
67072,512,0,140994.43186875002,140994.490515666,140994.61870208333,140994490938625
67584,512,0,140994.4425354167,140994.490515666,140994.62936875,140994490978625
68096,512,0,140994.45320208336,140994.490515666,140994.64003541667,140994491023250
68608,512,0,140994.46386875003,140994.490515666,140994.65070208334,140994491063125
69120,512,0,140994.4745354167,140994.490515666,140994.66136875,140994491100500
69632,512,0,140994.48520216602,140994.575875,140994.67203549933,140994576131208
70144,512,0,140994.4958688327,140994.575875,140994.682702166,140994576184708
70656,512,0,140994.50653549936,140994.575875,140994.69336883267,140994576235791
71168,512,0,140994.51720216603,140994.575875,140994.70403549934,140994576275750
71680,512,0,140994.5278688327,140994.575875,140994.714702166,140994576316041
72192,512,0,140994.53853549936,140994.575875,140994.72536883267,140994576358791
72704,512,0,140994.54920216603,140994.575875,140994.73603549934,140994576398875
73216,512,0,140994.5598688327,140994.575875,140994.746702166,140994576435833
73728,512,0,140994.57053570802,140994.661159083,140994.75736904133,140994661420041
74240,512,0,140994.58120237468,140994.661159083,140994.768035708,140994661471583
74752,512,0,140994.59186904135,140994.661159083,140994.77870237466,140994661518083
75264,512,0,140994.60253570802,140994.661159083,140994.78936904133,140994661556916
75776,512,0,140994.6132023747,140994.661159083,140994.800035708,140994661596541
76288,512,0,140994.62386904136,140994.661159083,140994.81070237467,140994661638791
76800,512,0,140994.63453570803,140994.661159083,140994.82136904134,140994661679125
77312,512,0,140994.6452023747,140994.661159083,140994.832035708,140994661716250
77824,512,0,140994.655869208,140994.746504,140994.84270254133,140994746793833
78336,512,0,140994.66653587468,140994.746504,140994.853369208,140994746846166
78848,512,0,140994.67720254135,140994.746504,140994.86403587466,140994746893916
79360,512,0,140994.68786920802,140994.746504,140994.87470254133,140994746933166
79872,512,0,140994.6985358747,140994.746504,140994.885369208,140994746975041
80384,512,0,140994.70920254136,140994.746504,140994.89603587467,140994747018208
80896,512,0,140994.71986920803,140994.746504,140994.90670254134,140994747060416
81408,512,0,140994.7305358747,140994.746504,140994.917369208,140994747097583
81920,512,0,140994.741202625,140994.831802458,140994.92803595832,140994832075583
82432,512,0,140994.75186929168,140994.831802458,140994.938702625,140994832133833
82944,512,0,140994.76253595835,140994.831802458,140994.94936929166,140994832179875
83456,512,0,140994.77320262502,140994.831802458,140994.96003595833,140994832219208
83968,512,0,140994.78386929168,140994.831802458,140994.970702625,140994832263416
84480,512,0,140994.79453595835,140994.831802458,140994.98136929167,140994832305750
84992,512,0,140994.80520262502,140994.831802458,140994.99203595833,140994832343166
85504,512,0,140994.8158692917,140994.831802458,140995.002702625,140994832381375
86016,512,0,140994.826536125,140994.91722495802,140995.01336945832,140994917544416
86528,512,0,140994.83720279168,140994.91722495802,140995.024036125,140994917620458
87040,512,0,140994.84786945835,140994.91722495802,140995.03470279166,140994917700083
87552,512,0,140994.85853612502,140994.91722495802,140995.04536945833,140994917758833
88064,512,0,140994.86920279168,140994.91722495802,140995.056036125,140994917816041
88576,512,0,140994.87986945835,140994.91722495802,140995.06670279166,140994917879958
89088,512,0,140994.89053612502,140994.91722495802,140995.07736945833,140994917950625
89600,512,0,140994.9012027917,140994.91722495802,140995.088036125,140994918008166
90112,512,0,140994.91186966602,140995.00245925,140995.09870299933,140995002796666
90624,512,0,140994.92253633268,140995.00245925,140995.109369666,140995002860166
91136,512,0,140994.93320299935,140995.00245925,140995.12003633266,140995002938916
91648,512,0,140994.94386966602,140995.00245925,140995.13070299933,140995002979208
92160,512,0,140994.9545363327,140995.00245925,140995.141369666,140995003065750
92672,512,0,140994.96520299936,140995.00245925,140995.15203633267,140995003135750
93184,512,0,140994.97586966603,140995.00245925,140995.16270299934,140995003185041
93696,512,0,140994.9865363327,140995.00245925,140995.173369666,140995003223791
94208,512,0,140994.997203166,140995.087859916,140995.18403649933,140995088125000
94720,512,0,140995.00786983268,140995.087859916,140995.194703166,140995088177000
95232,512,0,140995.01853649935,140995.087859916,140995.20536983266,140995088222750
95744,512,0,140995.02920316602,140995.087859916,140995.21603649933,140995088261083
96256,512,0,140995.0398698327,140995.087859916,140995.226703166,140995088297958
96768,512,0,140995.05053649936,140995.087859916,140995.23736983267,140995088339833
97280,512,0,140995.06120316603,140995.087859916,140995.24803649934,140995088390666
97792,512,0,140995.0718698327,140995.087859916,140995.258703166,140995088428750
98304,512,0,140995.082536708,140995.17316070801,140995.26937004132,140995173465541
98816,512,0,140995.09320337468,140995.17316070801,140995.280036708,140995173519208
99328,512,0,140995.10387004135,140995.17316070801,140995.29070337466,140995173570416
99840,512,0,140995.11453670802,140995.17316070801,140995.30137004133,140995173610166
100352,512,0,140995.1252033747,140995.17316070801,140995.312036708,140995173680625
100864,512,0,140995.13587004135,140995.17316070801,140995.32270337467,140995173724125
101376,512,0,140995.14653670802,140995.17316070801,140995.33337004134,140995173770500
101888,512,0,140995.1572033747,140995.17316070801,140995.344036708,140995173808375
102400,512,0,140995.167870208,140995.258524875,140995.35470354132,140995258817416
102912,512,0,140995.17853687468,140995.258524875,140995.365370208,140995258867541
103424,512,0,140995.18920354135,140995.258524875,140995.37603687466,140995258910916
103936,512,0,140995.19987020802,140995.258524875,140995.38670354133,140995258948875
104448,512,0,140995.21053687469,140995.258524875,140995.397370208,140995259001458
104960,512,0,140995.22120354135,140995.258524875,140995.40803687467,140995259043458
105472,512,0,140995.23187020802,140995.258524875,140995.41870354133,140995259087333
105984,512,0,140995.2425368747,140995.258524875,140995.429370208,140995259125000
106496,512,0,140995.25320375004,140995.343881083,140995.44003708335,140995344149583
107008,512,0,140995.2638704167,140995.343881083,140995.45070375002,140995344199875
107520,512,0,140995.27453708337,140995.343881083,140995.46137041668,140995344259666
108032,512,0,140995.28520375004,140995.343881083,140995.47203708335,140995344298000
