frame_start,frames,status_flags,input_adc_time,current_time,output_dac_time,perf_counter_ns
0,512,0,142933.961316291,142934.05202237502,142934.14814962432,142934052326958
512,512,0,142933.97198295768,142934.05202237502,142934.158816291,142934052395458
1024,512,0,142933.98264962435,142934.05202237502,142934.16948295766,142934052446750
1536,512,0,142933.99331629102,142934.05202237502,142934.18014962433,142934052485833
2048,512,0,142934.00398295769,142934.05202237502,142934.190816291,142934052523958
2560,512,0,142934.01464962435,142934.05202237502,142934.20148295767,142934052568291
3072,512,0,142934.02531629102,142934.05202237502,142934.21214962433,142934052608708
3584,512,0,142934.0359829577,142934.05202237502,142934.222816291,142934052645625
4096,512,0,142934.04664962503,142934.137563375,142934.23348295834,142934137945291
4608,512,0,142934.0573162917,142934.137563375,142934.244149625,142934138000750
5120,512,0,142934.06798295837,142934.137563375,142934.25481629168,142934138046833
5632,512,0,142934.07864962504,142934.137563375,142934.26548295835,142934138094500
6144,512,0,142934.0893162917,142934.137563375,142934.27614962502,142934138135250
6656,512,0,142934.09998295837,142934.137563375,142934.2868162917,142934138179791
7168,512,0,142934.11064962504,142934.137563375,142934.29748295835,142934138220541
7680,512,0,142934.1213162917,142934.137563375,142934.30814962502,142934138263666
8192,512,0,142934.13198295803,142934.222675333,142934.31881629134,142934222960583
8704,512,0,142934.1426496247,142934.222675333,142934.329482958,142934223014625
9216,512,0,142934.15331629137,142934.222675333,142934.34014962468,142934223061666
9728,512,0,142934.16398295804,142934.222675333,142934.35081629135,142934223102250
10240,512,0,142934.1746496247,142934.222675333,142934.36148295802,142934223141250
10752,512,0,142934.18531629138,142934.222675333,142934.3721496247,142934223183958
11264,512,0,142934.19598295804,142934.222675333,142934.38281629136,142934223223500
11776,512,0,142934.2066496247,142934.222675333,142934.39348295802,142934223260708
12288,512,0,142934.21731629103,142934.307993208,142934.40414962434,142934308294958
12800,512,0,142934.2279829577,142934.307993208,142934.414816291,142934308345958
13312,512,0,142934.23864962437,142934.307993208,142934.42548295768,142934308397500
13824,512,0,142934.24931629104,142934.307993208,142934.43614962435,142934308436333
14336,512,0,142934.2599829577,142934.307993208,142934.44681629102,142934308476750
14848,512,0,142934.27064962438,142934.307993208,142934.4574829577,142934308519875
15360,512,0,142934.28131629105,142934.307993208,142934.46814962436,142934308560166
15872,512,0,142934.29198295771,142934.307993208,142934.47881629103,142934308597916
16384,512,0,142934.30264962502,142934.393338625,142934.48948295834,142934393602541
16896,512,0,142934.3133162917,142934.393338625,142934.500149625,142934393652500
17408,512,0,142934.32398295836,142934.393338625,142934.51081629167,142934393699291
17920,512,0,142934.33464962503,142934.393338625,142934.52148295834,142934393737500
18432,512,0,142934.3453162917,142934.393338625,142934.532149625,142934393776375
18944,512,0,142934.35598295837,142934.393338625,142934.54281629168,142934393820333
19456,512,0,142934.36664962504,142934.393338625,142934.55348295835,142934393862458
19968,512,0,142934.3773162917,142934.393338625,142934.56414962502,142934393899166
20480,512,0,142934.38798487504,142934.478477958,142934.57481820835,142934478664541
20992,512,0,142934.3986515417,142934.478477958,142934.58548487502,142934478718125
21504,512,0,142934.40931820837,142934.478477958,142934.5961515417,142934478761208
22016,512,0,142934.41998487504,142934.478477958,142934.60681820835,142934478798875
22528,512,0,142934.4306515417,142934.478477958,142934.61748487502,142934478837041
23040,512,0,142934.44131820838,142934.478477958,142934.6281515417,142934478884083
23552,512,0,142934.45198487505,142934.478477958,142934.63881820836,142934478937291
24064,512,0,142934.46265154172,142934.478477958,142934.64948487503,142934478974875
24576,512,0,142934.473318416,142934.56382175,142934.66015174933,142934564052000
25088,512,0,142934.48398508268,142934.56382175,142934.670818416,142934564099458
25600,512,0,142934.49465174935,142934.56382175,142934.68148508266,142934564144000
26112,512,0,142934.50531841602,142934.56382175,142934.69215174933,142934564181500
26624,512,0,142934.5159850827,142934.56382175,142934.702818416,142934564219500
27136,512,0,142934.52665174936,142934.56382175,142934.71348508267,142934564261458
27648,512,0,142934.53731841603,142934.56382175,142934.72415174934,142934564300750
28160,512,0,142934.5479850827,142934.56382175,142934.734818416,142934564337250
28672,512,0,142934.55865200004,142934.649156791,142934.74548533335,142934649359458
29184,512,0,142934.5693186667,142934.649156791,142934.75615200002,142934649411833
29696,512,0,142934.57998533337,142934.649156791,142934.76681866669,142934649464291
30208,512,0,142934.59065200004,142934.649156791,142934.77748533335,142934649503833
30720,512,0,142934.6013186667,142934.649156791,142934.78815200002,142934649544541
31232,512,0,142934.61198533338,142934.649156791,142934.7988186667,142934649597958
31744,512,0,142934.62265200005,142934.649156791,142934.80948533336,142934649637625
32256,512,0,142934.63331866672,142934.649156791,142934.82015200003,142934649673958
32768,512,0,142934.64398666602,142934.73448975,142934.83081999933,142934734695458
33280,512,0,142934.6546533327,142934.73448975,142934.841486666,142934734751458
33792,512,0,142934.66531999936,142934.73448975,142934.85215333267,142934734797750
34304,512,0,142934.67598666603,142934.73448975,142934.86281999934,142934734836583
34816,512,0,142934.6866533327,142934.73448975,142934.873486666,142934734875958
35328,512,0,142934.69731999937,142934.73448975,142934.88415333268,142934734944375
35840,512,0,142934.70798666604,142934.73448975,142934.89481999935,142934734985958
36352,512,0,142934.7186533327,142934.73448975,142934.90548666602,142934735023333
36864,512,0,142934.72932033302,142934.81982937502,142934.91615366633,142934820040166
37376,512,0,142934.7399869997,142934.81982937502,142934.926820333,142934820089791
37888,512,0,142934.75065366636,142934.81982937502,142934.93748699967,142934820142333
38400,512,0,142934.76132033303,142934.81982937502,142934.94815366634,142934820181125
38912,512,0,142934.7719869997,142934.81982937502,142934.958820333,142934820220583
39424,512,0,142934.78265366636,142934.81982937502,142934.96948699967,142934820276750
39936,512,0,142934.79332033303,142934.81982937502,142934.98015366634,142934820316833
40448,512,0,142934.8039869997,142934.81982937502,142934.990820333,142934820354208
40960,512,0,142934.81465404102,142934.90516204102,142935.00148737433,142934905360000
41472,512,0,142934.8253207077,142934.90516204102,142935.012154041,142934905412833
41984,512,0,142934.83598737436,142934.90516204102,142935.02282070767,142934905459000
42496,512,0,142934.84665404103,142934.90516204102,142935.03348737434,142934905497041
43008,512,0,142934.8573207077,142934.90516204102,142935.044154041,142934905534041
43520,512,0,142934.86798737437,142934.90516204102,142935.05482070768,142934905580166
44032,512,0,142934.87865404104,142934.90516204102,142935.06548737435,142934905617625
44544,512,0,142934.8893207077,142934.90516204102,142935.07615404102,142934905653750
45056,512,0,142934.899986333,142934.990510333,142935.08681966632,142934990786375
45568,512,0,142934.91065299968,142934.990510333,142935.097486333,142934990835791
46080,512,0,142934.92131966635,142934.990510333,142935.10815299966,142934990883333
46592,512,0,142934.93198633302,142934.990510333,142935.11881966633,142934990942791
47104,512,0,142934.94265299969,142934.990510333,142935.129486333,142934990983041
47616,512,0,142934.95331966635,142934.990510333,142935.14015299967,142934991027875
48128,512,0,142934.96398633302,142934.990510333,142935.15081966633,142934991066708
48640,512,0,142934.9746529997,142934.990510333,142935.161486333,142934991103041
49152,512,0,142934.98531987504,142935.07583766602,142935.17215320835,142935076026750
49664,512,0,142934.9959865417,142935.07583766602,142935.18281987502,142935076075166
50176,512,0,142935.00665320837,142935.07583766602,142935.19348654168,142935076124208
50688,512,0,142935.01731987504,142935.07583766602,142935.20415320835,142935076162750
51200,512,0,142935.0279865417,142935.07583766602,142935.21481987502,142935076199958
51712,512,0,142935.03865320838,142935.07583766602,142935.2254865417,142935076241583
52224,512,0,142935.04931987505,142935.07583766602,142935.23615320836,142935076284625
52736,512,0,142935.05998654172,142935.07583766602,142935.24681987503,142935076321666
53248,512,0,142935.070653416,142935.161244583,142935.25748674932,142935161463666
53760,512,0,142935.08132008268,142935.161244583,142935.268153416,142935161518375
