trajectory,angular_velocity_deg_s,sigma_deg,orientation_delay_ms,angular_velocity_delay_deg,pair_count,tir_improvement_db_mean,tir_improvement_db_sd,tir_improvement_db_median,tir_loss_vs_zero_delay_db_mean,tir_loss_vs_zero_delay_db_sd,tir_loss_vs_zero_delay_db_median,si_sdr_improvement_db_mean,si_sdr_improvement_db_sd,si_sdr_improvement_db_median,si_sdr_loss_vs_zero_delay_db_mean,si_sdr_loss_vs_zero_delay_db_sd,si_sdr_loss_vs_zero_delay_db_median,gain_error_rms_db_mean,gain_error_rms_db_sd,gain_error_rms_db_median,gain_error_peak_abs_db_mean,gain_error_peak_abs_db_sd,gain_error_peak_abs_db_median,transition_time_ms_mean,transition_time_ms_sd,transition_time_ms_median,transition_delay_vs_zero_ms_mean,transition_delay_vs_zero_ms_sd,transition_delay_vs_zero_ms_median
120_deg_s,120.0,45.0,20.0,2.4,10,5.474464042217089,0.16685433151340442,5.410175717963881,-0.10340467415258399,0.038071662147542554,-0.11667838426802035,5.511635859193851,0.21556215455619135,5.427455998976756,-0.10344967719090033,0.03780212460183622,-0.1163851581013362,0.1275048972404447,0.0,0.1275048972404447,0.5667963651656978,0.0,0.5667963651656978,169.99999999999994,0.0,169.99999999999994,20.00000000000003,0.0,20.00000000000003
120_deg_s,120.0,45.0,40.0,4.8,10,5.355209298176428,0.20748605599504083,5.2719812388350356,-0.22265941819324517,0.0806622039955829,-0.25487286339686577,5.392205845223246,0.25569311776246134,5.283787235610192,-0.2228796911615052,0.08010926571017919,-0.2544264182963798,0.2540735171847247,0.0,0.2540735171847247,1.1262837319517116,0.0,1.1262837319517116,189.99999999999994,0.0,189.99999999999994,40.00000000000003,0.0,40.00000000000003
120_deg_s,120.0,45.0,80.0,9.6,10,5.077476830690745,0.29762849197258817,4.938417421543889,-0.5003918856789277,0.1768997041609723,-0.5832105769279012,5.11364748042253,0.3462860057478719,4.955124138319064,-0.5014380559622218,0.17570148241429281,-0.5838730957334917,0.5008971686475205,0.0,0.5008971686475205,2.1956078764267177,0.0,2.1956078764267177,229.99999999999997,0.0,229.99999999999997,80.00000000000006,0.0,80.00000000000006
120_deg_s,120.0,45.0,120.0,14.4,10,4.756314545315165,0.39919437143884046,4.556241956950724,-0.821554171054508,0.28820525170157796,-0.9534724282336811,4.790937947669104,0.4479514560563105,4.595354981799077,-0.8241475887156473,0.28600997421529734,-0.9575521988581384,0.7344081407073889,0.0,0.7344081407073889,3.1587036984252768,0.0,3.1587036984252768,270.0,0.0,270.0,120.00000000000009,0.0,120.00000000000009
120_deg_s,120.0,45.0,160.0,19.2,10,4.388803329898798,0.5193018693532324,4.179760437050051,-1.1890653864708751,0.4201017899747434,-1.3702934814262,4.421161645565266,0.5659057259318128,4.217668732617954,-1.1939238908194856,0.4162992838773375,-1.3737591862233507,0.9505563871279277,0.0,0.9505563871279277,3.9800003345690005,0.0,3.9800003345690005,310.00000000000006,0.0,310.00000000000006,160.00000000000014,0.0,160.00000000000014
120_deg_s,120.0,45.0,200.0,24.0,10,3.9658097745376946,0.6581655475633001,3.6815374761140864,-1.6120589418319786,0.5701817233161758,-1.8312553052016454,3.9952034946764576,0.6998373109509698,3.691745014896667,-1.6198820417082938,0.5640635188052446,-1.83543188225144,1.1476076334591037,0.0,1.1476076334591037,4.640830976472818,0.0,4.640830976472818,350.0000000000001,0.0,350.0000000000001,200.0000000000002,0.0,200.0000000000002
120_deg_s,120.0,60.0,0.0,0.0,10,3.729804567316971,0.0858666955313678,3.7011230069610996,0.0,0.0,0.0,3.7579668242147197,0.12436283962210398,3.7181427337860384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.99999999999991,0.0,149.99999999999991,0.0,0.0,0.0
120_deg_s,120.0,60.0,20.0,2.4,10,3.6641046761964593,0.1076858275249325,3.624008325807078,-0.06569989112051138,0.024209507978998537,-0.07103189533062326,3.6922568714525537,0.14525364817278447,3.636584715738625,-0.06570995276216637,0.023972780130698923,-0.07073984546260981,0.08496215745916082,0.0,0.08496215745916082,0.37312169535477047,0.0,0.37312169535477047,169.99999999999994,0.0,169.99999999999994,20.00000000000003,0.0,20.00000000000003
120_deg_s,120.0,60.0,40.0,4.8,10,3.587822478123865,0.1328486309511288,3.538877178735238,-0.14198208919310562,0.05199143774342962,-0.15616304240246315,3.6158292849098603,0.16989994729803995,3.548552623685618,-0.14213753930485967,0.051505718099020444,-0.15572155447081415,0.1693087587015045,0.0,0.1693087587015045,0.7417857567989437,0.0,0.7417857567989437,189.99999999999994,0.0,189.99999999999994,40.00000000000003,0.0,40.00000000000003
120_deg_s,120.0,60.0,80.0,9.6,10,3.4071969757040903,0.1927745518033938,3.3253926906692697,-0.3226075916128805,0.11775661669774684,-0.3631552861904901,3.4344209809260238,0.2293458786384036,3.334898324194821,-0.32354584328869623,0.1167147673206688,-0.36422807132045953,0.3338496592054318,0.0,0.3338496592054318,1.4488005840663902,0.0,1.4488005840663902,229.99999999999997,0.0,229.99999999999997,80.00000000000006,0.0,80.00000000000006
120_deg_s,120.0,60.0,120.0,14.4,10,3.1943106754656796,0.2652105337469929,3.0663908268933517,-0.5354938918512915,0.19649836545608332,-0.6021823830826194,3.2200206159753173,0.3006599593712262,3.094758551766107,-0.5379462082394026,0.19466259144965692,-0.6021287606938877,0.4896237656213992,0.0,0.4896237656213992,2.090767278044911,0.0,2.090767278044911,270.0,0.0,270.0,120.00000000000009,0.0,120.00000000000009
120_deg_s,120.0,60.0,160.0,19.2,10,2.950542991099151,0.3499878623608258,2.822343110483518,-0.7792615762178197,0.2872642129424414,-0.8634123572532237,2.9740493447463487,0.382795673377293,2.8495329655434483,-0.7839174794683711,0.2842333976375223,-0.8668890898916826,0.6339339250733872,0.0,0.6339339250733872,2.6436118741691113,0.0,2.6436118741691113,310.00000000000006,0.0,310.00000000000006,160.00000000000014,0.0,160.00000000000014
120_deg_s,120.0,60.0,200.0,24.0,10,2.6741813896805393,0.4412383405349418,2.521553410675939,-1.0556231776364313,0.3837460724450334,-1.1587372631176314,2.6948816842646712,0.4697931426031293,2.529726676849114,-1.063085139950049,0.3790280965996397,-1.1628859944741285,0.7655922925259593,0.0,0.7655922925259593,3.0924306667036205,0.0,3.0924306667036205,350.0000000000001,0.0,350.0000000000001,200.0000000000002,0.0,200.0000000000002
30_deg_s,30.0,10.0,0.0,0.0,10,7.643833713425214,1.0728937486850931,7.101738013214547,0.0,0.0,0.0,7.602351138223629,1.0794647035447393,7.083708497643396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,560.0,0.0,0.0,0.0
30_deg_s,30.0,10.0,20.0,0.6,10,7.492675005992474,1.138825720632127,7.012183316963484,-0.15115870743273946,0.10426262500942683,-0.11649812015966665,7.4501531487773835,1.1445162512236466,6.982304959206988,-0.1521979894462447,0.10528741690560584,-0.11628168507995973,0.1264231260064417,0.0,0.1264231260064417,0.5081398585214236,0.0,0.5081398585214236,580.0000000000001,0.0,580.0000000000001,20.000000000000114,0.0,20.000000000000114
30_deg_s,30.0,10.0,40.0,1.2,10,7.335529767380874,1.209176514084934,6.924407000340659,-0.3083039460443396,0.21258813394542458,-0.24275222022638188,7.291886866385455,1.2141598381612093,6.895065046546027,-0.3104642718381731,0.21469402380084507,-0.24234315178584032,0.25259045806488356,0.0,0.25259045806488356,1.014237487738554,0.0,1.014237487738554,600.0000000000001,0.0,600.0000000000001,40.000000000000114,0.0,40.000000000000114
